year,iso3c,population
2022,GUY,792000.0
2023,GUY,794000.0
2024,GUY,796000.0
2025,GUY,799000.0
1995,HKG,6270000.0
1996,HKG,6467000.0
1997,HKG,6517000.0
1998,HKG,6583000.0
1999,HKG,6638000.0
2000,HKG,6712000.0
2001,HKG,6730000.0
2002,HKG,6726000.0
2003,HKG,6764000.0
2004,HKG,6798000.0
2005,HKG,6838000.0
2006,HKG,6904000.0
2007,HKG,6938000.0
2008,HKG,6964000.0
2009,HKG,6996000.0
2010,HKG,7052000.0
2011,HKG,7110000.0
2012,HKG,7171000.0
2013,HKG,7211000.0
2014,HKG,7253000.0
2015,HKG,7310000.0
2016,HKG,7378000.0
2017,HKG,7415000.0
2018,HKG,7488000.0
2019,HKG,7521000.0
2020,HKG,7427000.0
2021,HKG,7402000.0
2022,HKG,7473000.0
2023,HKG,7528000.0
2024,HKG,7534000.0
2025,HKG,7567000.0
1995,HND,5709000.0
1996,HND,5875000.0
1997,HND,6046000.0
1998,HND,6220000.0
1999,HND,6397000.0
2000,HND,6575000.0
2001,HND,6752000.0
2002,HND,6929000.0
2003,HND,7106000.0
2004,HND,7283000.0
2005,HND,7459000.0
2006,HND,7634000.0
2007,HND,7809000.0
2008,HND,7981000.0
2009,HND,8151000.0
2010,HND,8317000.0
2011,HND,8481000.0
2012,HND,8641000.0
2013,HND,8799000.0
2014,HND,8956000.0
2015,HND,9113000.0
2016,HND,9273000.0
2017,HND,9436000.0
2018,HND,9602000.0
2019,HND,9770000.0
2020,HND,9942000.0
2021,HND,10117000.0
2022,HND,10294000.0
2023,HND,10475000.0
2024,HND,10659000.0
2025,HND,10846000.0
1995,HRV,4453000.0
1996,HRV,4494000.0
1997,HRV,4572000.0
1998,HRV,4501000.0
1999,HRV,4554000.0
2000,HRV,4381000.0
2001,HRV,4300000.0
2002,HRV,4302000.0
2003,HRV,4303000.0
2004,HRV,4305000.0
2005,HRV,4310000.0
2006,HRV,4311000.0
2007,HRV,4310000.0
2008,HRV,4310000.0
2009,HRV,4305000.0
2010,HRV,4295000.0
2011,HRV,4281000.0
2012,HRV,4268000.0
2013,HRV,4256000.0
2014,HRV,4202000.0
2015,HRV,4152000.0
2016,HRV,4107000.0
2017,HRV,4041000.0
2018,HRV,3989000.0
2019,HRV,3949000.0
2020,HRV,3914000.0
2021,HRV,3879000.0
2022,HRV,3856000.0
2023,HRV,3860000.0
2024,HRV,3856000.0
2025,HRV,3854000.0
1995,HTI,7836000.0
1996,HTI,7984000.0
1997,HTI,8132000.0
1998,HTI,8281000.0
1999,HTI,8430000.0
2000,HTI,8576000.0
2001,HTI,8720000.0
2002,HTI,8861000.0
2003,HTI,9001000.0
2004,HTI,9145000.0
2005,HTI,9292000.0
2006,HTI,9445000.0
2007,HTI,9602000.0
2008,HTI,9762000.0
2009,HTI,9923000.0
2010,HTI,10085000.0
2011,HTI,10248000.0
2012,HTI,10413000.0
2013,HTI,10579000.0
2014,HTI,10746000.0
2015,HTI,10912000.0
2016,HTI,11078000.0
2017,HTI,11245000.0
2018,HTI,11412000.0
2019,HTI,11578000.0
2020,HTI,11743000.0
2021,HTI,11906000.0
2022,HTI,12065000.0
2023,HTI,12227000.0
2024,HTI,12391000.0
2025,HTI,12557000.0
1995,HUN,10337000.0
1996,HUN,10321000.0
1997,HUN,10301000.0
1998,HUN,10280000.0
1999,HUN,10253000.0
2000,HUN,10222000.0
2001,HUN,10200000.0
2002,HUN,10175000.0
2003,HUN,10142000.0
2004,HUN,10117000.0
2005,HUN,10098000.0
2006,HUN,10077000.0
2007,HUN,10066000.0
2008,HUN,10045000.0
2009,HUN,10031000.0
2010,HUN,10014000.0
2011,HUN,9986000.0
2012,HUN,9932000.0
2013,HUN,9895000.0
2014,HUN,9850000.0
2015,HUN,9816000.0
2016,HUN,9780000.0
2017,HUN,9740000.0
2018,HUN,9714000.0
2019,HUN,9700000.0
2020,HUN,9689000.0
2021,HUN,9651000.0
2022,HUN,9610000.0
2023,HUN,9600000.0
2024,HUN,9585000.0
2025,HUN,9556000.0
1995,IDN,194755000.0
1996,IDN,197004000.0
1997,IDN,199280000.0
1998,IDN,201581000.0
1999,IDN,203909000.0
2000,IDN,206265000.0
2001,IDN,209206000.0
2002,IDN,212190000.0
2003,IDN,215216000.0
2004,IDN,218285000.0
2005,IDN,221398000.0
2006,IDN,224555000.0
2007,IDN,227758000.0
2008,IDN,231006000.0
2009,IDN,234300000.0
2010,IDN,237641000.0
2011,IDN,241991000.0
2012,IDN,245425000.0
2013,IDN,248818000.0
2014,IDN,252165000.0
2015,IDN,255182000.0
2016,IDN,258497000.0
2017,IDN,261356000.0
2018,IDN,264162000.0
2019,IDN,266912000.0
2020,IDN,270204000.0
2021,IDN,272679000.0
2022,IDN,275720000.0
2023,IDN,278696000.0
2024,IDN,281604000.0
2025,IDN,284439000.0
1995,IND,964279000.0
1996,IND,983281000.0
1997,IND,1002335000.0
1998,IND,1021435000.0
1999,IND,1040500000.0
2000,IND,1059634000.0
2001,IND,1078971000.0
2002,IND,1098313000.0
2003,IND,1117415000.0
2004,IND,1136265000.0
2005,IND,1154639000.0
2006,IND,1172374000.0
2007,IND,1189692000.0
2008,IND,1206735000.0
2009,IND,1223640000.0
2010,IND,1240614000.0
2011,IND,1257621000.0
2012,IND,1274487000.0
2013,IND,1291132000.0
2014,IND,1307247000.0
2015,IND,1322867000.0
2016,IND,1338636000.0
2017,IND,1354196000.0
2018,IND,1369003000.0
2019,IND,1383112000.0
2020,IND,1396387000.0
2021,IND,1407564000.0
2022,IND,1417173000.0
2023,IND,1428628000.0
2024,IND,1441720000.0
2025,IND,1454607000.0
1995,IRL,3628000.0
1996,IRL,3653000.0
1997,IRL,3691000.0
1998,IRL,3730000.0
1999,IRL,3773000.0
2000,IRL,3828000.0
2001,IRL,3888000.0
2002,IRL,3956000.0
2003,IRL,4021000.0
2004,IRL,4100000.0
2005,IRL,4200000.0
2006,IRL,4321000.0
2007,IRL,4445000.0
2008,IRL,4516000.0
2009,IRL,4547000.0
2010,IRL,4568000.0
2011,IRL,4585000.0
2012,IRL,4605000.0
2013,IRL,4631000.0
2014,IRL,4667000.0
2015,IRL,4714000.0
2016,IRL,4781000.0
2017,IRL,4848000.0
2018,IRL,4920000.0
2019,IRL,4996000.0
2020,IRL,5054000.0
2021,IRL,5124000.0
2022,IRL,5243000.0
2023,IRL,5331000.0
2024,IRL,5422000.0
2025,IRL,5498000.0
1995,IRN,59187000.0
1996,IRN,60055000.0
1997,IRN,60994000.0
1998,IRN,61842000.0
1999,IRN,62512000.0
2000,IRN,63515000.0
2001,IRN,64584000.0
2002,IRN,65657000.0
2003,IRN,67315000.0
2004,IRN,68345000.0
2005,IRN,69390000.0
2006,IRN,70496000.0
2007,IRN,71532000.0
2008,IRN,72266000.0
2009,IRN,73196000.0
2010,IRN,74157000.0
2011,IRN,75150000.0
2012,IRN,76038000.0
2013,IRN,77016000.0
2014,IRN,77970000.0
2015,IRN,78940000.0
2016,IRN,79926000.0
2017,IRN,81070000.0
2018,IRN,82084000.0
2019,IRN,83075000.0
2020,IRN,84038000.0
2021,IRN,84055000.0
2022,IRN,84904000.0
2023,IRN,85761000.0
2024,IRN,86626000.0
2025,IRN,87500000.0
2003,IRQ,25960000.0
2004,IRQ,26674000.0
2005,IRQ,27377000.0
2006,IRQ,28064000.0
2007,IRQ,28741000.0
2008,IRQ,29430000.0
2009,IRQ,30163000.0
2010,IRQ,30962000.0
2011,IRQ,31760000.0
2012,IRQ,32578000.0
2013,IRQ,33417000.0
2014,IRQ,35000000.0
2015,IRQ,35213000.0
2016,IRQ,36169000.0
2017,IRQ,37140000.0
2018,IRQ,38124000.0
2019,IRQ,39128000.0
2020,IRQ,40150000.0
2021,IRQ,41191000.0
2022,IRQ,42249000.0
2023,IRQ,43324000.0
2024,IRQ,44415000.0
2025,IRQ,45521000.0
1995,ISL,267000.0
1996,ISL,268000.0
1997,ISL,270000.0
1998,ISL,272000.0
1999,ISL,276000.0
2000,ISL,279000.0
2001,ISL,283000.0
2002,ISL,287000.0
2003,ISL,288000.0
2004,ISL,291000.0
2005,ISL,294000.0
2006,ISL,300000.0
2007,ISL,308000.0
2008,ISL,315000.0
2009,ISL,319000.0
2010,ISL,318000.0
2011,ISL,312000.0
2012,ISL,313000.0
2013,ISL,316000.0
2014,ISL,320000.0
2015,ISL,323000.0
2016,ISL,326000.0
2017,ISL,333000.0
2018,ISL,342000.0
2019,ISL,349000.0
2020,ISL,354000.0
2021,ISL,358000.0
2022,ISL,365000.0
2023,ISL,375000.0
2024,ISL,384000.0
2025,ISL,391000.0
1995,ISR,5542000.0
1996,ISR,5682000.0
1997,ISR,5824000.0
1998,ISR,5967000.0
1999,ISR,6117000.0
2000,ISR,6286000.0
2001,ISR,6436000.0
2002,ISR,6567000.0
2003,ISR,6687000.0
2004,ISR,6806000.0
2005,ISR,6927000.0
2006,ISR,7052000.0
2007,ISR,7176000.0
2008,ISR,7307000.0
2009,ISR,7482000.0
2010,ISR,7621000.0
2011,ISR,7763000.0
2012,ISR,7907000.0
2013,ISR,8056000.0
2014,ISR,8212000.0
2015,ISR,8377000.0
2016,ISR,8543000.0
2017,ISR,8710000.0
2018,ISR,8879000.0
2019,ISR,9051000.0
2020,ISR,9214000.0
2021,ISR,9367000.0
2022,ISR,9551000.0
2023,ISR,9845000.0
2024,ISR,9972000.0
2025,ISR,10100000.0
1995,ITA,56844000.0
1996,ITA,56844000.0
1997,ITA,56876000.0
1998,ITA,56904000.0
1999,ITA,56909000.0
2000,ITA,56924000.0
2001,ITA,56961000.0
2002,ITA,56993000.0
2003,ITA,57186000.0
2004,ITA,57612000.0
2005,ITA,58044000.0
2006,ITA,58289000.0
2007,ITA,58511000.0
2008,ITA,59002000.0
2009,ITA,59421000.0
2010,ITA,59690000.0
2011,ITA,59948000.0
2012,ITA,60105000.0
2013,ITA,60277000.0
2014,ITA,60346000.0
2015,ITA,60295000.0
2016,ITA,60164000.0
2017,ITA,60067000.0
2018,ITA,59938000.0
2019,ITA,59817000.0
2020,ITA,59641000.0
2021,ITA,59236000.0
2022,ITA,59030000.0
2023,ITA,58997000.0
2024,ITA,58971000.0
2025,ITA,58963000.0
1995,JAM,2462000.0
1996,JAM,2485000.0
1997,JAM,2509000.0
1998,JAM,2534000.0
1999,JAM,2559000.0
2000,JAM,2582000.0
2001,JAM,2605000.0
2002,JAM,2620000.0
2003,JAM,2629000.0
2004,JAM,2639000.0
2005,JAM,2648000.0
2006,JAM,2658000.0
2007,JAM,2667000.0
2008,JAM,2677000.0
2009,JAM,2686000.0
2010,JAM,2696000.0
2011,JAM,2703000.0
2012,JAM,2710000.0
2013,JAM,2713000.0
2014,JAM,2716000.0
2015,JAM,2719000.0
2016,JAM,2722000.0
2017,JAM,2726000.0
2018,JAM,2731000.0
2019,JAM,2734000.0
2020,JAM,2737000.0
2021,JAM,2740000.0
2022,JAM,2743000.0
2023,JAM,2747000.0
2024,JAM,2750000.0
2025,JAM,2753000.0
1995,JOR,4458000.0
1996,JOR,4609000.0
1997,JOR,4734000.0
1998,JOR,4844000.0
1999,JOR,4951000.0
2000,JOR,5056000.0
2001,JOR,5163000.0
2002,JOR,5276000.0
2003,JOR,5396000.0
2004,JOR,5532000.0
2005,JOR,5679000.0
2006,JOR,6076000.0
2007,JOR,6473000.0
2008,JOR,6633000.0
2009,JOR,6780000.0
2010,JOR,6931000.0
2011,JOR,7110000.0
2012,JOR,7212000.0
2013,JOR,7695000.0
2014,JOR,8658000.0
2015,JOR,9494000.0
2016,JOR,9965000.0
2017,JOR,10215000.0
2018,JOR,10460000.0
2019,JOR,10699000.0
2020,JOR,10929000.0
2021,JOR,11148000.0
2022,JOR,11286000.0
2023,JOR,11337000.0
2024,JOR,11385000.0
2025,JOR,11442000.0
1995,JPN,125436000.0
1996,JPN,125711000.0
1997,JPN,126011000.0
1998,JPN,126349000.0
1999,JPN,126587000.0
2000,JPN,126831000.0
2001,JPN,127132000.0
2002,JPN,127400000.0
2003,JPN,127634000.0
2004,JPN,127734000.0
2005,JPN,127752000.0
2006,JPN,127746000.0
2007,JPN,127757000.0
2008,JPN,127692000.0
2009,JPN,127551000.0
2010,JPN,127594000.0
2011,JPN,127831000.0
2012,JPN,127552000.0
2013,JPN,127333000.0
2014,JPN,127120000.0
2015,JPN,126978000.0
2016,JPN,126960000.0
2017,JPN,126746000.0
2018,JPN,126495000.0
2019,JPN,126221000.0
2020,JPN,125849000.0
2021,JPN,125492000.0
2022,JPN,125063000.0
2023,JPN,124482000.0
2024,JPN,123890000.0
2025,JPN,123291000.0
1995,KAZ,15676000.0
1996,KAZ,15481000.0
1997,KAZ,15188000.0
1998,KAZ,14955000.0
1999,KAZ,14902000.0
2000,KAZ,14884000.0
2001,KAZ,14858000.0
2002,KAZ,14859000.0
2003,KAZ,14909000.0
2004,KAZ,15013000.0
2005,KAZ,15147000.0
2006,KAZ,15308000.0
2007,KAZ,15484000.0
2008,KAZ,15674000.0
2009,KAZ,16093000.0
2010,KAZ,16322000.0
2011,KAZ,16557000.0
2012,KAZ,16792000.0
2013,KAZ,17036000.0
2014,KAZ,17288000.0
2015,KAZ,17543000.0
2016,KAZ,17794000.0
2017,KAZ,18038000.0
2018,KAZ,18276000.0
2019,KAZ,18514000.0
2020,KAZ,18756000.0
2021,KAZ,19001000.0
2022,KAZ,19635000.0
2023,KAZ,19900000.0
2024,KAZ,20129000.0
2025,KAZ,20351000.0
1995,KEN,25500000.0
1996,KEN,26300000.0
1997,KEN,27000000.0
1998,KEN,27800000.0
1999,KEN,28700000.0
2000,KEN,29500000.0
2001,KEN,30300000.0
2002,KEN,31100000.0
2003,KEN,32000000.0
2004,KEN,32900000.0
2005,KEN,33800000.0
2006,KEN,34700000.0
2007,KEN,35700000.0
2008,KEN,36700000.0
2009,KEN,37700000.0
2010,KEN,38600000.0
2011,KEN,39500000.0
2012,KEN,40400000.0
2013,KEN,41400000.0
2014,KEN,42400000.0
2015,KEN,43300000.0
2016,KEN,44300000.0
2017,KEN,45400000.0
2018,KEN,46400000.0
2019,KEN,47600000.0
2020,KEN,48797000.0
2021,KEN,49747000.0
2022,KEN,50640000.0
2023,KEN,51539000.0
2024,KEN,52444000.0
2025,KEN,53354000.0
1995,KGZ,4525000.0
1996,KGZ,4596000.0
1997,KGZ,4661000.0
1998,KGZ,4732000.0
1999,KGZ,4806000.0
2000,KGZ,4875000.0
2001,KGZ,4922000.0
2002,KGZ,4968000.0
2003,KGZ,5013000.0
2004,KGZ,5073000.0
2005,KGZ,5136000.0
2006,KGZ,5189000.0
2007,KGZ,5248000.0
2008,KGZ,5289000.0
2009,KGZ,5348000.0
2010,KGZ,5418000.0
2011,KGZ,5478000.0
2012,KGZ,5552000.0
2013,KGZ,5663000.0
2014,KGZ,5777000.0
2015,KGZ,5895000.0
2016,KGZ,6019000.0
2017,KGZ,6140000.0
2018,KGZ,6257000.0
2019,KGZ,6389000.0
2020,KGZ,6517000.0
2021,KGZ,6654000.0
2022,KGZ,6795000.0
2023,KGZ,6931000.0
2024,KGZ,7077000.0
2025,KGZ,7227000.0
1995,KHM,10427000.0
1996,KHM,10738000.0
1997,KHM,11034000.0
1998,KHM,11314000.0
1999,KHM,11581000.0
2000,KHM,11835000.0
2001,KHM,12027000.0
2002,KHM,12223000.0
2003,KHM,12421000.0
2004,KHM,12623000.0
2005,KHM,12829000.0
2006,KHM,13037000.0
2007,KHM,13249000.0
2008,KHM,13465000.0
2009,KHM,13684000.0
2010,KHM,13906000.0
2011,KHM,14132000.0
2012,KHM,14362000.0
2013,KHM,14596000.0
2014,KHM,14833000.0
2015,KHM,15074000.0
2016,KHM,15319000.0
2017,KHM,15568000.0
2018,KHM,15821000.0
2019,KHM,16079000.0
2020,KHM,16338000.0
2021,KHM,16592000.0
2022,KHM,16843000.0
2023,KHM,17012000.0
2024,KHM,17182000.0
2025,KHM,17354000.0
1995,KIR,78000.0
1996,KIR,79000.0
1997,KIR,80000.0
1998,KIR,82000.0
1999,KIR,83000.0
2000,KIR,84000.0
2001,KIR,86000.0
2002,KIR,88000.0
2003,KIR,89000.0
2004,KIR,91000.0
2005,KIR,93000.0
2006,KIR,95000.0
2007,KIR,97000.0
2008,KIR,99000.0
2009,KIR,101000.0
2010,KIR,103000.0
2011,KIR,104000.0
2012,KIR,106000.0
2013,KIR,107000.0
2014,KIR,109000.0
2015,KIR,110000.0
2016,KIR,112000.0
2017,KIR,114000.0
2018,KIR,116000.0
2019,KIR,118000.0
2020,KIR,119000.0
2021,KIR,121000.0
2022,KIR,123000.0
2023,KIR,125000.0
2024,KIR,127000.0
2025,KIR,129000.0
1995,KNA,42000.0
1996,KNA,43000.0
1997,KNA,43000.0
1998,KNA,44000.0
1999,KNA,44000.0
2000,KNA,45000.0
2001,KNA,46000.0
2002,KNA,46000.0
2003,KNA,46000.0
2004,KNA,46000.0
2005,KNA,46000.0
2006,KNA,46000.0
2007,KNA,47000.0
2008,KNA,47000.0
2009,KNA,47000.0
2010,KNA,47000.0
2011,KNA,47000.0
2012,KNA,48000.0
2013,KNA,48000.0
2014,KNA,48000.0
2015,KNA,49000.0
2016,KNA,49000.0
2017,KNA,49000.0
2018,KNA,50000.0
2019,KNA,50000.0
2020,KNA,51000.0
2021,KNA,51000.0
2022,KNA,51000.0
2023,KNA,51000.0
2024,KNA,51000.0
2025,KNA,52000.0
1995,KOR,45093000.0
1996,KOR,45525000.0
1997,KOR,45954000.0
1998,KOR,46287000.0
1999,KOR,46617000.0
2000,KOR,47008000.0
2001,KOR,47370000.0
2002,KOR,47645000.0
2003,KOR,47892000.0
2004,KOR,48083000.0
2005,KOR,48185000.0
2006,KOR,48438000.0
2007,KOR,48684000.0
2008,KOR,49055000.0
2009,KOR,49308000.0
2010,KOR,49554000.0
2011,KOR,49937000.0
2012,KOR,50200000.0
2013,KOR,50429000.0
2014,KOR,50747000.0
2015,KOR,51015000.0
2016,KOR,51218000.0
2017,KOR,51362000.0
2018,KOR,51585000.0
2019,KOR,51765000.0
2020,KOR,51836000.0
2021,KOR,51770000.0
2022,KOR,51673000.0
2023,KOR,51713000.0
2024,KOR,51751000.0
2025,KOR,51681000.0
2000,KOS,1472000.0
2001,KOS,1472000.0
2002,KOS,1511000.0
2003,KOS,1537000.0
2004,KOS,1631000.0
2005,KOS,1651000.0
2006,KOS,1674000.0
2007,KOS,1699000.0
2008,KOS,1720000.0
2009,KOS,1748000.0
2010,KOS,1775000.0
2011,KOS,1802000.0
2012,KOS,1786000.0
2013,KOS,1769000.0
2014,KOS,1753000.0
2015,KOS,1736000.0
2016,KOS,1719000.0
2017,KOS,1703000.0
2018,KOS,1686000.0
2019,KOS,1670000.0
2020,KOS,1653000.0
2021,KOS,1637000.0
2022,KOS,1620000.0
2023,KOS,1604000.0
2024,KOS,1587000.0
2025,KOS,1577000.0
1995,KWT,1802000.0
1996,KWT,1894000.0
1997,KWT,1980000.0
1998,KWT,2027000.0
1999,KWT,2107000.0
2000,KWT,2138000.0
2001,KWT,2183000.0
2002,KWT,2262000.0
2003,KWT,2325000.0
2004,KWT,2391000.0
2005,KWT,2245000.0
2006,KWT,2328000.0
2007,KWT,2411000.0
2008,KWT,2778000.0
2009,KWT,2778000.0
2010,KWT,2933000.0
2011,KWT,3247000.0
2012,KWT,3428000.0
2013,KWT,3588000.0
2014,KWT,3744000.0
2015,KWT,3925000.0
2016,KWT,4083000.0
2017,KWT,4227000.0
2018,KWT,4420000.0
2019,KWT,4465000.0
2020,KWT,4336000.0
2021,KWT,4217000.0
2022,KWT,4794000.0
2023,KWT,4913000.0
2024,KWT,5012000.0
2025,KWT,5112000.0
1995,LAO,4923000.0
1996,LAO,5039000.0
1997,LAO,5151000.0
1998,LAO,5247000.0
1999,LAO,5340000.0
2000,LAO,5431000.0
2001,LAO,5520000.0
2002,LAO,5606000.0
2003,LAO,5689000.0
2004,LAO,5768000.0
2005,LAO,5853000.0
2006,LAO,5947000.0
2007,LAO,6041000.0
2008,LAO,6136000.0
2009,LAO,6230000.0
2010,LAO,6323000.0
2011,LAO,6416000.0
2012,LAO,6509000.0
2013,LAO,6601000.0
2014,LAO,6691000.0
2015,LAO,6787000.0
2016,LAO,6891000.0
2017,LAO,6998000.0
2018,LAO,7105000.0
2019,LAO,7212000.0
2020,LAO,7319000.0
2021,LAO,7425000.0
2022,LAO,7477000.0
2023,LAO,7582000.0
2024,LAO,7686000.0
2025,LAO,7788000.0
1995,LBN,3960000.0
1996,LBN,4034000.0
1997,LBN,4108000.0
1998,LBN,4179000.0
1999,LBN,4250000.0
2000,LBN,4321000.0
2001,LBN,4389000.0
2002,LBN,4447000.0
2003,LBN,4505000.0
2004,LBN,4575000.0
2005,LBN,4643000.0
2006,LBN,4720000.0
2007,LBN,4810000.0
2008,LBN,4888000.0
2009,LBN,4951000.0
2010,LBN,4996000.0
2011,LBN,5045000.0
2012,LBN,5178000.0
2013,LBN,5679000.0
2014,LBN,6274000.0
2015,LBN,6399000.0
2016,LBN,6259000.0
2017,LBN,6109000.0
2018,LBN,5951000.0
2019,LBN,5782000.0
2020,LBN,5663000.0
2021,LBN,5593000.0
2022,LBN,5490000.0
2023,LBN,5354000.0
2024,LBN,5354000.0
1998,LBR,2517000.0
1999,LBR,2700000.0
2000,LBR,2848000.0
2001,LBR,2954000.0
2002,LBR,3025000.0
2003,LBR,3077000.0
2004,LBR,3136000.0
2005,LBR,3218000.0
2006,LBR,3329000.0
2007,LBR,3462000.0
2008,LBR,3608000.0
2009,LBR,3754000.0
2010,LBR,3891000.0
2011,LBR,4017000.0
2012,LBR,4136000.0
2013,LBR,4248000.0
2014,LBR,4360000.0
2015,LBR,4472000.0
2016,LBR,4587000.0
2017,LBR,4702000.0
2018,LBR,4819000.0
2019,LBR,4937000.0
2020,LBR,5058000.0
2021,LBR,5180000.0
2022,LBR,5305000.0
2023,LBR,5432000.0
2024,LBR,5561000.0
2025,LBR,5692000.0
1995,LBY,4750000.0
1996,LBY,4840000.0
1997,LBY,4920000.0
1998,LBY,5010000.0
1999,LBY,5090000.0
2000,LBY,5180000.0
2001,LBY,5260000.0
2002,LBY,5340000.0
2003,LBY,5420000.0
2004,LBY,5510000.0
2005,LBY,5590000.0
2006,LBY,5690000.0
2007,LBY,5780000.0
2008,LBY,5880000.0
2009,LBY,5960000.0
2010,LBY,6041000.0
2011,LBY,5923000.0
2012,LBY,6283000.0
2013,LBY,6266000.0
2014,LBY,6259000.0
2015,LBY,6322000.0
2016,LBY,6385000.0
2017,LBY,6448000.0
2018,LBY,6513000.0
2019,LBY,6578000.0
2020,LBY,6644000.0
2021,LBY,6710000.0
2022,LBY,6777000.0
2023,LBY,6845000.0
2024,LBY,6913000.0
2025,LBY,6982000.0
1995,LCA,148000.0
1996,LCA,150000.0
1997,LCA,153000.0
1998,LCA,155000.0
1999,LCA,157000.0
2000,LCA,159000.0
2001,LCA,160000.0
2002,LCA,162000.0
2003,LCA,163000.0
2004,LCA,164000.0
2005,LCA,165000.0
2006,LCA,167000.0
2007,LCA,168000.0
2008,LCA,169000.0
2009,LCA,170000.0
2010,LCA,171000.0
2011,LCA,172000.0
2012,LCA,173000.0
2013,LCA,173000.0
2014,LCA,174000.0
2015,LCA,175000.0
2016,LCA,176000.0
2017,LCA,176000.0
2018,LCA,177000.0
2019,LCA,178000.0
2020,LCA,178000.0
2021,LCA,179000.0
2022,LCA,179000.0
2023,LCA,179000.0
2024,LCA,180000.0
2025,LCA,182000.0
1995,LKA,18243000.0
1996,LKA,18367000.0
1997,LKA,18471000.0
1998,LKA,18565000.0
1999,LKA,18663000.0
2000,LKA,18778000.0
2001,LKA,18912000.0
2002,LKA,19062000.0
2003,LKA,19224000.0
2004,LKA,19387000.0
2005,LKA,19545000.0
2006,LKA,19696000.0
2007,LKA,19842000.0
2008,LKA,19984000.0
2009,LKA,20124000.0
2010,LKA,20262000.0
2011,LKA,20398000.0
2012,LKA,20425000.0
2013,LKA,20585000.0
2014,LKA,20778000.0
2015,LKA,20970000.0
2016,LKA,21203000.0
2017,LKA,21444000.0
2018,LKA,21670000.0
2019,LKA,21803000.0
2020,LKA,21919000.0
2021,LKA,22156000.0
2022,LKA,22396000.0
2023,LKA,22638000.0
2024,LKA,22882000.0
1995,LSO,1877000.0
1996,LSO,1862000.0
1997,LSO,1864000.0
1998,LSO,1865000.0
1999,LSO,1867000.0
2000,LSO,1868000.0
2001,LSO,1869000.0
2002,LSO,1871000.0
2003,LSO,1872000.0
2004,LSO,1874000.0
2005,LSO,1875000.0
2006,LSO,1877000.0
2007,LSO,1889000.0
2008,LSO,1902000.0
2009,LSO,1915000.0
2010,LSO,1928000.0
2011,LSO,1941000.0
2012,LSO,1954000.0
2013,LSO,1967000.0
2014,LSO,1980000.0
2015,LSO,1994000.0
2016,LSO,2007000.0
2017,LSO,2021000.0
2018,LSO,2034000.0
2019,LSO,2048000.0
2020,LSO,2062000.0
2021,LSO,2087000.0
2022,LSO,2112000.0
2023,LSO,2138000.0
2024,LSO,2164000.0
2025,LSO,2190000.0
1995,LTU,3629000.0
1996,LTU,3602000.0
1997,LTU,3575000.0
1998,LTU,3549000.0
1999,LTU,3524000.0
2000,LTU,3500000.0
2001,LTU,3471000.0
2002,LTU,3443000.0
2003,LTU,3415000.0
2004,LTU,3377000.0
2005,LTU,3323000.0
2006,LTU,3270000.0
2007,LTU,3231000.0
2008,LTU,3198000.0
2009,LTU,3163000.0
2010,LTU,3097000.0
2011,LTU,3028000.0
2012,LTU,2988000.0
2013,LTU,2958000.0
2014,LTU,2932000.0
2015,LTU,2905000.0
2016,LTU,2868000.0
2017,LTU,2828000.0
2018,LTU,2802000.0
2019,LTU,2794000.0
2020,LTU,2795000.0
2021,LTU,2801000.0
2022,LTU,2824000.0
2023,LTU,2883000.0
2024,LTU,2892000.0
2025,LTU,2893000.0
1995,LUX,406000.0
1996,LUX,412000.0
1997,LUX,417000.0
1998,LUX,422000.0
1999,LUX,427000.0
2000,LUX,434000.0
2001,LUX,439000.0
2002,LUX,444000.0
2003,LUX,448000.0
2004,LUX,455000.0
2005,LUX,461000.0
2006,LUX,469000.0
2007,LUX,476000.0
2008,LUX,484000.0
2009,LUX,494000.0
2010,LUX,502000.0
2011,LUX,512000.0
2012,LUX,525000.0
2013,LUX,537000.0
2014,LUX,550000.0
2015,LUX,563000.0
2016,LUX,576000.0
2017,LUX,591000.0
2018,LUX,602000.0
2019,LUX,614000.0
2020,LUX,626000.0
2021,LUX,635000.0
2022,LUX,645000.0
2023,LUX,661000.0
2024,LUX,672000.0
2025,LUX,685000.0
1995,LVA,2501000.0
1996,LVA,2470000.0
1997,LVA,2445000.0
1998,LVA,2421000.0
1999,LVA,2399000.0
2000,LVA,2382000.0
2001,LVA,2353000.0
2002,LVA,2321000.0
2003,LVA,2299000.0
2004,LVA,2277000.0
2005,LVA,2250000.0
2006,LVA,2228000.0
2007,LVA,2209000.0
2008,LVA,2192000.0
2009,LVA,2163000.0
2010,LVA,2121000.0
2011,LVA,2075000.0
2012,LVA,2045000.0
2013,LVA,2024000.0
2014,LVA,2001000.0
2015,LVA,1986000.0
2016,LVA,1969000.0
2017,LVA,1950000.0
2018,LVA,1934000.0
2019,LVA,1920000.0
2020,LVA,1908000.0
2021,LVA,1893000.0
2022,LVA,1876000.0
2023,LVA,1883000.0
2024,LVA,1872000.0
2025,LVA,1868000.0
2001,MAC,436000.0
2002,MAC,441000.0
2003,MAC,447000.0
2004,MAC,463000.0
2005,MAC,484000.0
2006,MAC,513000.0
2007,MAC,538000.0
2008,MAC,549000.0
2009,MAC,542000.0
2010,MAC,552000.0
2011,MAC,557000.0
2012,MAC,582000.0
2013,MAC,608000.0
2014,MAC,636000.0
