Date,NEER_120_AE,NEER_120_AF,NEER_120_AG,NEER_120_AL,NEER_120_AM,NEER_120_AN,NEER_120_AO,NEER_120_AR,NEER_120_AT,NEER_120_AU,NEER_120_AZ,NEER_120_BA,NEER_120_BB,NEER_120_BD,NEER_120_BE,NEER_120_BF,NEER_120_BG,NEER_120_BH,NEER_120_BI,NEER_120_BJ,NEER_120_BN,NEER_120_BO,NEER_120_BR,NEER_120_BS,NEER_120_BT,NEER_120_BW,NEER_120_BY,NEER_120_BZ,NEER_120_CA,NEER_120_CD,NEER_120_CF,NEER_120_CG,NEER_120_CH,NEER_120_CI,NEER_120_CL,NEER_120_CM,NEER_120_CN,NEER_120_CO,NEER_120_CR,NEER_120_CV,NEER_120_CY,NEER_120_CZ,NEER_120_DE,NEER_120_DJ,NEER_120_DK,NEER_120_DM,NEER_120_DO,NEER_120_DZ,NEER_120_EA12,NEER_120_EC,NEER_120_EE,NEER_120_EG,NEER_120_ES,NEER_120_ET,NEER_120_FI,NEER_120_FJ,NEER_120_FR,NEER_120_GA,NEER_120_GB,NEER_120_GD,NEER_120_GE,NEER_120_GH,NEER_120_GM,NEER_120_GN,NEER_120_GQ,NEER_120_GR,NEER_120_GT,NEER_120_GW,NEER_120_GY,NEER_120_HK,NEER_120_HN,NEER_120_HR,NEER_120_HT,NEER_120_HU,NEER_120_ID,NEER_120_IE,NEER_120_IL,NEER_120_IN,NEER_120_IQ,NEER_120_IR,NEER_120_IS,NEER_120_IT,NEER_120_JM,NEER_120_JO,NEER_120_JP,NEER_120_KE,NEER_120_KG,NEER_120_KH,NEER_120_KI,NEER_120_KM,NEER_120_KN,NEER_120_KR,NEER_120_KW,NEER_120_KZ,NEER_120_LA,NEER_120_LB,NEER_120_LC,NEER_120_LK,NEER_120_LR,NEER_120_LS,NEER_120_LT,NEER_120_LU,NEER_120_LV,NEER_120_LY,NEER_120_MA,NEER_120_MD,NEER_120_MG,NEER_120_MK,NEER_120_ML,NEER_120_MM,NEER_120_MN,NEER_120_MR,NEER_120_MT,NEER_120_MU,NEER_120_MV,NEER_120_MW,NEER_120_MX,NEER_120_MY,NEER_120_MZ,NEER_120_NA,NEER_120_NE,NEER_120_NG,NEER_120_NI,NEER_120_NL,NEER_120_NO,NEER_120_NP,NEER_120_NZ,NEER_120_OM,NEER_120_PA,NEER_120_PE,NEER_120_PG,NEER_120_PH,NEER_120_PK,NEER_120_PL,NEER_120_PT,NEER_120_PY,NEER_120_QA,NEER_120_RO,NEER_120_RU,NEER_120_RW,NEER_120_SA,NEER_120_SB,NEER_120_SC,NEER_120_SD,NEER_120_SE,NEER_120_SG,NEER_120_SI,NEER_120_SK,NEER_120_SL,NEER_120_SN,NEER_120_SQ,NEER_120_SR,NEER_120_ST,NEER_120_SV,NEER_120_SY,NEER_120_SZ,NEER_120_TD,NEER_120_TG,NEER_120_TH,NEER_120_TJ,NEER_120_TN,NEER_120_TO,NEER_120_TR,NEER_120_TT,NEER_120_TW,NEER_120_TZ,NEER_120_UA,NEER_120_UG,NEER_120_US,NEER_120_UY,NEER_120_UZ,NEER_120_VC,NEER_120_VE,NEER_120_VN,NEER_120_WS,NEER_120_YE,NEER_120_ZA,NEER_120_ZM
2020M07,128.93,89.64,124.96,103.57,89.06,124.07,17.20,6.56,100.28,95.04,85.07,103.62,122.26,98.09,102.15,107.12,109.03,123.48,84.30,98.99,119.56,187.74,52.96,114.79,81.03,101.48,17.37,122.63,81.74,34.34,100.97,100.28,155.38,106.92,93.96,102.05,122.43,69.69,101.54,103.23,106.04,101.26,100.81,126.35,103.03,128.78,66.54,71.11,102.89,135.15,106.18,44.90,103.54,34.89,103.51,88.43,101.26,99.39,77.44,115.31,88.26,22.46,57.53,57.96,94.72,105.00,121.66,106.40,122.13,114.96,87.34,99.80,37.54,72.38,74.83,98.55,139.18,65.26,136.91,30.69,57.90,102.82,58.55,131.81,122.01,82.39,73.75,107.38,98.13,117.68,114.17,88.00,110.40,45.72,116.48,128.41,119.96,70.51,37.71,43.43,111.68,100.65,110.05,124.66,107.41,95.32,58.66,103.08,106.24,68.24,48.92,87.64,93.86,96.01,103.20,30.75,52.17,87.85,56.64,65.57,107.23,41.82,65.00,101.10,75.84,68.65,102.81,125.25,118.63,113.22,105.64,93.19,44.97,82.74,102.05,131.33,122.31,76.80,45.33,82.12,122.53,110.05,57.87,5.11,92.95,119.75,102.91,113.88,40.62,106.16,72.16,45.19,87.25,119.15,1.22,71.60,97.48,111.53,121.89,53.17,57.43,103.28,21.95,111.87,123.70,72.31,29.24,66.74,132.71,119.90,19.37,128.91,0.00,81.57,113.89,36.08,52.65,34.11
2020M08,127.07,88.88,122.14,104.66,87.69,123.23,16.50,6.37,100.94,96.17,84.85,104.35,121.06,96.78,103.07,108.35,110.22,121.80,82.86,100.42,119.45,187.68,50.71,113.51,80.63,101.49,16.85,121.73,82.92,33.36,101.88,101.81,156.11,108.40,92.96,103.24,122.55,66.80,98.94,104.29,107.10,103.10,101.89,124.50,103.84,127.71,65.93,69.84,104.74,134.56,107.00,44.34,104.37,33.83,104.63,88.29,102.22,100.28,78.56,114.42,87.33,22.04,56.53,56.84,96.39,105.94,120.70,107.89,120.84,113.45,87.35,101.11,36.38,73.46,73.21,99.65,138.60,64.63,134.56,30.21,57.35,103.84,56.18,130.10,121.36,80.67,73.13,106.27,99.36,119.72,113.24,88.00,109.34,44.71,114.34,126.04,118.84,70.00,36.93,42.05,112.74,101.25,111.24,123.78,108.74,96.26,58.22,104.40,107.44,68.21,48.29,86.96,95.11,95.08,101.85,30.44,52.50,88.48,55.91,63.46,108.68,40.73,64.47,102.05,76.99,68.41,101.36,123.58,117.63,110.89,104.03,93.44,44.11,84.48,102.67,130.55,120.45,77.47,43.17,80.47,120.85,109.23,56.57,5.04,94.27,120.04,103.41,114.32,39.58,107.43,72.83,44.67,88.30,118.44,1.21,70.08,98.75,113.26,121.28,52.73,57.47,101.90,20.36,111.16,122.54,71.56,28.77,66.55,130.71,121.00,19.18,126.52,0.00,80.42,112.97,34.55,50.43,31.61
2020M09,127.04,88.89,122.63,104.55,87.98,122.14,15.52,6.19,101.03,96.57,85.74,104.60,121.05,96.72,103.05,108.17,110.45,121.84,82.67,99.84,119.80,187.49,51.40,113.50,81.23,100.92,16.36,121.56,82.76,33.37,101.81,101.56,155.75,108.18,94.28,103.08,124.68,67.39,97.99,104.34,107.20,101.11,101.92,124.39,104.03,127.08,65.90,69.81,104.76,134.31,107.28,44.88,104.35,33.08,104.73,88.37,102.19,100.18,77.69,114.45,85.39,22.03,56.54,56.40,96.26,105.95,119.66,107.43,120.84,113.11,87.52,100.80,50.12,71.08,72.48,99.66,138.08,65.74,134.69,30.29,57.00,103.83,58.51,130.11,121.50,80.44,72.31,106.24,99.65,118.92,113.29,88.41,109.29,44.48,113.88,126.22,118.85,69.93,37.00,43.28,113.20,101.28,111.65,124.27,109.18,96.73,57.54,104.64,107.07,69.80,48.14,87.62,94.95,95.06,101.78,29.96,53.93,89.22,54.80,64.96,108.42,40.75,64.30,102.05,75.68,69.05,102.40,123.62,117.46,110.99,103.55,93.96,44.61,83.18,102.69,129.71,120.46,77.22,41.95,79.94,120.82,110.03,56.19,5.04,93.20,120.18,103.55,114.64,39.54,107.18,72.99,34.74,88.44,118.41,1.21,71.28,98.58,112.89,120.55,53.03,57.39,101.54,19.67,110.98,122.94,71.34,28.53,66.16,130.20,121.75,19.19,126.81,0.00,80.34,113.23,33.03,52.05,30.87
2020M10,126.78,88.34,122.89,104.68,87.44,121.38,14.91,6.05,101.04,94.87,86.50,104.77,121.08,96.46,102.98,108.08,110.66,121.76,82.53,99.40,120.04,189.16,49.43,113.14,81.20,100.56,16.73,121.49,82.83,33.34,101.72,101.35,156.14,108.20,92.74,103.00,126.36,65.99,97.06,104.27,107.07,99.33,101.88,124.07,103.99,126.97,65.87,69.90,104.65,134.81,107.34,45.10,104.32,32.50,104.67,88.30,102.12,100.10,77.80,114.47,84.94,21.95,56.43,56.17,96.13,105.87,119.26,107.25,120.93,112.57,87.81,100.25,67.97,70.56,72.77,99.48,139.00,65.70,134.66,30.28,56.63,103.81,57.84,129.98,121.57,80.22,71.27,106.05,98.27,118.54,113.29,90.83,109.12,44.12,112.51,126.19,118.87,70.03,37.89,43.84,113.49,101.24,111.85,124.56,109.43,95.35,56.40,104.62,106.86,70.95,48.08,87.67,94.74,94.62,101.83,29.73,54.64,88.91,53.84,65.66,108.30,40.71,64.15,101.96,74.52,69.34,101.92,123.48,117.18,109.97,103.58,93.66,45.40,81.83,102.65,130.48,120.21,76.99,41.15,79.36,120.56,110.57,54.75,5.03,93.48,120.30,103.65,114.84,39.09,107.09,73.03,23.56,88.34,118.42,1.21,71.86,98.49,112.59,120.52,53.20,57.36,101.08,18.70,110.94,124.34,71.22,28.34,65.67,129.73,122.58,19.11,126.86,0.00,80.01,113.12,32.80,52.84,30.14
2020M11,125.77,87.36,122.02,104.73,85.52,120.55,14.39,5.79,100.82,95.75,86.00,104.57,120.39,95.72,102.74,107.87,110.50,120.84,81.74,99.01,119.95,187.30,51.11,112.37,80.49,99.23,16.61,120.66,83.35,32.99,101.47,100.94,155.28,107.82,95.03,102.73,127.16,68.18,95.78,103.96,106.72,101.87,101.56,122.98,103.51,126.25,65.62,69.55,104.12,133.16,106.95,44.90,104.06,31.69,104.25,88.36,101.88,99.92,78.65,114.00,82.18,21.70,56.00,55.53,96.09,105.63,118.27,107.04,120.11,111.47,87.80,100.06,67.25,70.99,74.75,99.16,139.60,64.49,133.90,30.02,57.00,103.57,56.73,129.08,121.38,79.01,67.56,106.10,99.07,117.30,112.81,92.36,108.36,43.78,110.45,125.30,118.29,69.38,44.46,46.21,113.16,101.04,111.53,124.16,109.44,93.73,56.68,104.47,106.38,69.76,47.79,86.87,94.52,93.60,101.15,28.94,56.72,89.00,51.84,67.84,108.05,40.33,63.63,101.65,75.42,68.55,104.27,122.55,116.09,108.46,102.12,93.36,46.02,82.40,102.42,128.78,119.23,76.88,41.10,78.32,119.57,109.53,49.35,4.99,94.70,120.25,103.46,114.43,38.37,106.92,72.83,23.38,88.01,117.76,1.20,73.82,98.49,112.25,122.67,48.67,57.27,99.51,18.37,110.24,123.64,70.36,28.13,65.28,127.94,121.62,18.87,125.87,0.00,79.25,114.36,31.57,55.50,28.53
2020M12,123.92,85.93,119.64,105.28,80.53,119.46,14.21,5.46,101.27,97.71,84.16,104.81,119.10,94.40,103.41,108.60,110.89,119.06,80.03,99.99,119.92,184.32,53.24,110.98,80.23,98.29,16.28,119.38,84.50,32.18,102.09,101.88,155.81,108.51,96.26,103.40,126.80,71.39,94.98,104.38,107.49,102.84,102.30,120.92,104.06,124.29,65.19,66.55,105.46,130.49,107.23,44.00,104.64,30.45,104.86,88.08,102.62,100.56,78.09,113.09,80.93,21.24,55.13,53.49,97.55,106.25,116.75,108.02,118.52,110.03,87.59,100.70,60.07,71.55,74.08,100.26,142.28,64.03,118.93,29.41,59.96,104.24,57.64,127.12,120.41,76.74,66.79,105.38,100.87,117.68,111.83,93.11,107.29,43.63,108.51,122.99,117.14,67.62,43.86,47.90,113.43,101.50,111.84,123.35,109.12,91.08,57.23,105.00,107.00,66.85,47.23,86.64,95.54,92.66,99.84,28.06,57.87,89.23,49.85,69.02,108.98,39.61,62.87,102.38,76.86,67.74,105.86,120.85,114.58,106.82,99.94,92.70,45.08,83.18,102.89,128.02,117.48,77.28,41.82,76.62,117.89,108.27,46.97,4.92,95.85,120.18,103.74,114.72,37.38,107.69,73.15,23.04,88.58,116.64,1.18,74.92,99.45,113.40,122.72,47.20,56.43,98.19,18.54,108.91,123.52,69.13,27.62,65.19,125.54,120.88,18.35,123.53,0.00,78.15,112.75,32.53,56.92,27.62
2021M01,123.45,85.63,119.60,105.03,79.93,119.45,14.14,5.29,101.09,100.04,83.55,104.85,118.79,94.09,103.11,108.47,110.62,118.67,79.77,99.59,120.11,185.41,51.21,110.92,80.37,98.24,16.23,119.22,85.01,32.03,101.86,101.70,155.86,108.47,98.77,103.24,128.05,70.87,93.98,104.39,107.01,103.39,102.02,120.51,103.78,124.14,65.16,65.83,104.93,130.55,106.97,43.86,104.40,29.81,104.51,88.38,102.35,100.40,79.54,112.91,80.08,21.03,55.25,52.84,97.34,105.97,116.85,107.73,118.27,109.45,87.72,100.45,58.94,71.46,74.45,99.79,143.05,64.28,106.74,29.32,59.21,104.01,57.05,126.72,120.24,77.11,65.97,104.73,103.03,117.73,111.66,92.61,107.30,43.55,107.84,122.61,116.87,66.24,41.99,47.13,113.25,101.29,111.65,37.05,109.67,90.74,56.83,105.06,106.79,67.03,47.10,86.87,95.28,92.83,99.79,27.86,58.11,89.39,49.73,68.05,108.78,39.49,62.74,102.06,78.38,67.96,106.73,120.45,114.41,106.15,99.26,92.47,44.92,81.82,102.67,130.16,117.08,77.02,41.58,76.27,117.43,107.67,46.73,4.90,96.26,120.40,103.61,114.56,36.89,107.49,72.98,23.00,88.49,116.58,1.17,74.26,99.34,113.17,122.73,47.11,56.60,97.46,19.38,108.75,123.63,68.90,27.51,64.54,125.07,122.59,18.25,123.19,0.00,78.09,112.55,33.50,55.92,27.25
2021M02,123.63,85.87,119.94,104.79,79.71,119.86,14.29,5.15,100.88,100.68,83.28,104.57,118.95,94.29,102.76,108.29,110.22,118.92,79.81,99.21,119.90,186.58,50.92,111.37,80.67,97.42,16.02,119.57,85.31,32.04,101.61,101.30,154.53,108.21,99.34,102.98,128.85,69.97,94.35,104.02,106.55,104.22,101.68,120.82,103.48,124.91,65.56,65.88,104.29,131.27,106.72,44.08,104.13,29.60,104.15,88.54,102.03,100.16,81.11,113.05,79.55,21.07,55.43,52.75,96.91,105.67,117.97,107.35,118.50,109.61,87.95,100.18,57.80,71.46,74.86,99.26,141.23,64.75,107.10,29.41,59.47,103.70,55.13,126.98,118.50,77.23,65.55,104.56,103.78,117.01,111.80,91.74,107.76,43.74,107.69,122.93,117.01,65.12,41.33,48.37,112.83,101.04,111.32,37.10,109.48,90.13,57.52,104.49,106.45,63.49,47.20,87.62,94.97,92.06,99.96,27.54,57.17,89.51,49.34,69.22,108.48,39.55,62.79,101.70,78.81,68.40,107.71,120.79,115.13,106.01,99.46,92.59,45.34,82.36,102.41,134.64,117.41,76.74,41.70,76.20,117.71,108.17,46.96,1.78,95.99,120.65,103.43,114.26,36.85,107.18,72.80,23.06,88.14,116.84,1.18,75.40,99.06,112.80,123.37,47.19,56.54,96.86,20.29,109.28,124.52,68.82,27.87,64.96,125.72,122.43,18.20,123.60,0.00,78.65,112.82,30.51,57.48,26.70
2021M03,125.05,86.75,121.74,105.14,80.26,120.85,15.10,5.11,100.85,101.39,84.86,104.62,119.60,95.31,102.49,108.12,110.16,120.24,80.67,98.84,119.73,189.51,49.44,112.52,81.18,97.34,16.15,120.51,86.70,32.50,101.37,101.04,151.29,108.00,100.22,102.76,129.55,69.48,95.12,104.08,106.24,102.95,101.55,122.43,103.28,125.87,66.71,66.58,103.92,133.00,106.58,44.53,103.96,29.31,103.91,88.77,101.79,99.83,82.30,113.66,80.50,21.45,56.31,53.80,96.07,105.48,119.32,107.02,119.49,110.57,88.65,100.13,55.73,69.93,73.90,98.70,141.05,65.48,108.48,29.87,60.75,103.55,56.61,128.49,115.97,78.05,66.23,105.93,104.60,116.80,112.33,91.31,109.32,44.09,109.25,124.69,117.61,64.78,41.88,47.81,112.75,100.89,111.07,37.36,110.28,89.94,57.87,104.48,106.17,63.27,47.61,88.91,94.60,92.27,100.92,27.69,55.90,89.20,51.79,68.95,108.08,40.07,63.19,101.45,79.70,69.11,107.45,122.35,116.93,105.50,100.74,93.05,46.79,80.46,102.23,141.20,118.86,76.55,42.22,76.96,119.17,109.80,47.67,0.72,94.94,120.87,103.39,114.37,37.30,106.87,72.86,23.33,88.01,117.66,1.19,75.18,98.58,112.35,121.78,47.71,56.47,98.78,19.12,109.80,126.02,69.64,28.36,65.73,127.44,120.46,18.50,125.19,0.00,79.71,112.24,30.07,57.26,26.55
2021M04,124.95,86.54,121.20,105.51,80.61,120.51,14.60,4.98,101.02,101.14,85.61,104.41,119.50,95.21,102.82,108.49,110.51,120.04,80.12,99.34,120.28,188.83,50.11,112.15,80.26,96.51,16.26,120.20,87.07,32.23,101.64,101.59,152.03,108.32,102.51,103.06,129.16,68.54,94.53,103.89,106.73,104.15,101.85,122.25,103.57,125.94,67.01,66.87,104.49,132.72,106.87,44.53,104.21,28.60,104.27,88.73,102.09,100.04,81.88,113.54,78.71,21.37,56.23,54.27,96.46,105.83,118.97,107.78,119.34,110.37,88.53,99.97,52.06,70.99,73.08,99.09,142.35,63.85,108.27,29.84,61.21,103.87,55.07,128.41,115.20,79.11,66.64,106.03,104.44,116.39,112.19,92.19,109.51,43.26,109.46,124.43,117.52,64.55,41.89,49.63,113.20,101.08,111.51,37.29,110.50,88.76,57.51,104.60,106.28,59.15,47.55,88.75,94.92,91.26,100.72,27.13,57.90,88.78,63.28,70.74,108.47,40.00,62.94,101.76,80.90,69.10,107.01,122.26,116.80,105.35,100.63,93.17,47.57,81.04,102.40,143.56,118.65,76.03,41.22,76.29,119.04,109.73,59.94,0.71,95.24,121.57,103.58,114.47,37.13,107.35,72.85,23.28,87.81,117.35,1.19,76.55,98.90,112.90,119.49,47.77,56.22,98.99,17.79,109.58,126.47,69.33,28.30,66.14,126.64,120.72,18.55,124.73,0.00,79.54,113.39,30.74,59.32,25.93
2021M05,123.84,85.90,119.85,105.95,80.36,120.07,14.26,4.83,101.10,101.08,84.85,104.56,118.67,94.42,103.03,108.82,111.10,119.04,79.06,99.65,119.89,187.19,52.41,111.58,80.58,95.88,16.45,119.57,89.26,31.78,101.83,101.98,153.40,108.51,101.17,103.33,130.17,66.42,93.73,104.32,107.00,105.70,102.06,121.09,103.71,125.00,66.77,65.91,104.91,132.21,106.89,44.16,104.41,27.70,104.43,88.73,102.33,100.28,82.44,113.08,79.32,21.14,55.66,54.27,97.08,106.10,118.41,108.12,118.42,109.42,88.23,100.86,48.65,72.43,73.80,99.43,141.76,64.36,107.04,29.52,61.91,104.09,54.92,127.34,114.33,78.62,66.22,104.98,104.43,116.49,111.55,91.23,108.83,42.88,108.47,123.17,116.80,63.36,41.76,50.64,113.14,101.20,111.45,37.20,110.46,88.67,57.41,105.17,106.52,56.09,47.21,87.63,95.38,90.14,99.94,26.53,57.89,88.16,61.53,71.39,108.89,36.74,62.54,101.99,80.62,67.38,107.60,121.31,116.26,102.53,99.72,93.65,47.12,81.95,102.54,134.89,117.69,76.33,41.98,75.32,118.10,108.94,62.71,0.66,95.66,121.18,103.57,114.38,36.62,107.59,73.11,23.09,88.34,116.82,1.18,77.24,99.37,113.37,118.88,47.14,56.05,99.03,17.19,108.95,127.21,68.54,28.24,66.78,125.19,119.66,18.28,123.59,0.00,78.95,113.14,29.22,60.21,25.39
2021M06,124.36,85.41,120.41,106.03,81.97,120.34,14.35,4.73,100.85,99.97,85.20,104.37,118.91,94.72,102.74,108.56,110.71,119.52,79.20,99.26,120.00,186.98,55.37,111.87,80.60,95.49,16.39,119.81,88.76,31.93,101.57,101.62,153.37,107.99,99.05,103.03,130.76,67.42,93.57,104.25,106.66,105.89,101.71,121.55,103.42,125.29,66.79,66.09,104.32,132.34,106.55,44.36,104.16,27.27,104.03,88.49,102.05,100.03,82.59,113.28,85.34,21.16,55.91,54.74,96.64,105.84,118.22,107.80,118.69,109.75,88.49,101.23,47.08,73.21,74.00,99.06,142.74,64.32,107.45,29.63,62.91,103.79,55.30,127.83,113.51,78.56,66.01,104.84,103.46,115.96,111.77,91.68,109.36,42.87,108.59,123.81,117.05,63.48,42.06,51.21,112.70,101.00,110.94,37.31,110.90,88.75,57.15,104.81,106.21,55.49,47.31,87.71,95.01,89.43,100.23,26.34,57.80,88.30,58.25,72.11,108.57,36.84,62.57,101.69,79.89,68.85,106.60,121.84,116.67,99.08,100.26,93.61,46.41,82.24,102.34,133.26,118.21,76.18,43.05,75.27,118.60,109.27,61.29,0.62,95.67,121.33,103.32,114.12,36.76,107.27,72.92,16.76,88.23,117.03,1.19,77.85,99.06,112.94,118.79,47.17,55.47,100.51,16.76,109.28,128.22,68.77,28.63,67.24,125.69,120.31,18.26,124.20,0.00,79.44,113.26,28.57,61.10,25.11
2021M07,125.96,85.17,122.25,106.29,86.93,121.21,14.63,4.76,100.64,98.22,86.28,104.26,119.98,95.87,102.40,108.16,110.43,120.95,80.20,98.79,119.43,189.47,54.63,112.93,80.65,95.99,16.56,120.72,86.91,32.50,101.26,101.44,154.02,107.64,96.92,102.68,131.02,65.58,94.05,103.92,106.27,104.96,101.33,123.15,103.25,126.89,67.14,66.64,103.64,134.24,106.49,44.89,103.87,27.26,103.78,88.72,101.67,99.70,82.46,114.01,87.35,21.38,56.66,55.65,95.79,105.51,118.98,107.51,119.97,110.84,89.75,100.92,46.20,71.46,73.95,98.51,143.50,64.27,108.96,30.08,62.62,103.42,54.40,129.33,114.81,79.40,66.83,105.98,101.78,116.07,112.58,90.68,110.70,43.60,110.43,125.52,118.01,64.13,42.74,49.29,112.63,100.77,110.84,37.60,111.68,88.95,57.64,104.64,105.88,54.87,47.74,89.16,94.47,87.16,101.20,26.63,58.28,87.86,58.76,70.69,108.14,37.39,62.90,101.35,77.88,68.40,106.20,123.22,117.77,99.55,101.94,91.02,45.91,81.05,102.13,133.08,119.64,76.02,42.80,76.19,119.97,110.40,64.80,0.62,94.62,120.76,103.20,114.07,37.31,106.93,72.78,15.66,87.84,117.77,1.20,76.56,98.47,112.45,115.65,47.90,56.07,101.05,17.04,110.01,128.54,69.89,29.12,67.94,127.41,121.40,18.44,126.05,0.00,80.50,113.78,27.54,59.31,25.62
2021M08,126.25,82.28,122.61,106.79,86.89,121.56,14.79,4.74,100.48,96.77,86.24,104.15,120.16,95.90,102.23,108.05,110.23,121.25,79.84,98.65,119.63,191.02,53.82,113.26,80.92,96.04,16.75,120.95,86.61,32.58,101.13,101.21,155.10,107.58,93.85,102.57,131.25,64.88,93.99,103.86,106.04,105.59,101.12,123.40,103.16,127.20,67.25,66.60,103.31,134.98,106.38,44.97,103.76,26.77,103.63,88.79,101.51,99.61,82.68,114.15,87.70,21.30,56.84,55.99,95.58,105.37,119.38,107.41,120.25,110.81,89.90,100.86,45.06,72.48,74.72,98.29,145.87,64.71,109.21,30.15,61.93,103.26,54.38,129.54,115.47,78.77,66.84,106.06,100.48,116.19,112.73,89.49,110.92,43.76,110.55,125.81,118.17,64.08,42.91,48.47,112.46,100.65,110.66,37.66,111.77,90.56,57.62,104.61,105.80,54.73,47.82,89.32,94.27,87.55,101.49,26.63,58.10,87.49,59.15,69.96,108.04,37.40,62.91,101.19,77.52,68.33,106.50,123.34,118.02,96.43,102.51,90.62,44.79,80.79,102.04,132.44,119.93,75.91,43.13,76.19,120.22,110.58,69.22,0.62,94.34,120.94,103.08,113.89,37.26,106.79,72.65,15.57,87.77,117.97,1.21,75.90,98.32,112.35,114.01,47.96,56.58,101.12,17.29,110.12,129.35,70.13,29.62,68.51,127.80,123.98,18.44,126.45,0.00,81.25,114.24,26.64,58.33,32.35
2021M09,126.28,79.57,122.64,106.77,87.50,121.61,15.23,4.69,100.51,96.99,86.22,104.26,120.14,95.52,102.24,108.06,110.20,121.29,79.42,98.58,120.02,191.35,53.59,113.39,81.21,95.59,16.71,120.92,86.04,32.54,101.14,101.00,153.76,107.57,93.16,102.56,131.73,66.06,93.35,103.95,106.08,105.96,101.15,123.33,103.10,126.82,67.76,66.09,103.37,134.79,106.27,44.95,103.80,26.24,103.56,88.80,101.55,99.61,82.19,114.17,87.72,21.17,56.42,55.99,95.58,105.40,119.52,107.29,120.22,110.81,88.80,101.02,44.52,72.40,75.46,98.37,146.66,65.25,109.20,30.16,60.91,103.30,56.07,129.55,114.99,78.05,66.71,105.91,100.72,115.88,112.76,88.75,110.91,43.64,109.47,125.85,118.15,63.60,43.04,49.31,112.36,100.67,110.55,37.67,111.75,90.97,56.72,104.58,105.72,49.67,47.81,89.32,94.26,87.64,101.42,26.41,58.25,88.67,58.65,70.87,108.03,37.40,62.84,101.21,79.33,68.81,107.81,123.36,118.09,95.96,102.38,90.79,43.74,80.96,102.08,133.23,120.02,75.58,43.50,75.87,120.27,110.58,71.69,0.63,94.70,121.53,103.07,113.86,36.67,106.72,72.68,15.53,87.84,118.03,1.21,76.63,98.31,112.33,114.29,47.95,56.44,101.29,17.23,110.07,130.03,70.01,29.64,68.63,127.90,125.86,18.39,126.37,0.00,81.57,114.34,24.50,59.33,35.52
2021M10,127.45,77.31,124.01,106.63,89.99,122.35,15.98,4.73,100.26,98.86,87.28,104.10,120.73,95.82,101.86,107.81,110.02,122.24,80.14,97.92,120.32,193.69,51.46,114.22,80.88,95.66,16.91,121.70,88.13,32.84,100.78,100.61,155.30,107.22,90.80,102.22,133.96,67.48,93.14,103.65,105.63,105.27,100.76,124.44,102.49,127.90,68.37,66.62,102.65,135.68,105.67,45.38,103.51,26.02,102.92,88.95,101.16,99.21,82.90,114.64,88.37,21.29,56.41,57.03,94.74,105.07,120.29,107.03,121.01,111.39,89.07,100.37,44.25,70.45,76.47,97.76,147.54,64.56,110.05,30.46,61.07,102.96,55.53,130.72,112.52,78.30,67.00,106.65,102.60,115.73,113.11,88.46,111.75,43.72,106.47,127.13,118.67,64.34,46.15,48.35,111.81,100.40,109.80,37.91,111.91,92.73,56.57,104.05,105.38,48.10,48.02,90.29,93.73,88.13,101.94,26.71,57.08,89.45,59.48,70.13,107.59,37.72,63.14,100.79,81.87,68.84,108.09,124.60,119.37,99.11,102.95,90.50,43.16,80.14,101.81,135.36,121.13,75.42,44.93,76.34,121.33,111.25,70.41,0.63,95.30,122.19,102.89,113.70,36.33,106.38,72.48,15.60,87.43,118.67,1.22,76.03,97.83,111.74,113.78,48.31,56.48,101.92,16.15,110.67,130.13,70.86,30.22,68.36,128.96,125.05,18.48,127.44,0.00,82.46,114.63,21.46,58.56,34.56
2021M11,128.54,75.56,125.61,106.58,91.76,123.08,16.33,4.71,100.02,98.32,89.64,104.01,121.62,96.28,101.48,107.44,110.18,123.27,80.92,97.16,120.62,194.96,51.72,114.92,81.40,96.14,17.11,122.47,87.68,33.26,100.42,99.87,157.57,106.72,91.74,101.87,135.32,65.66,92.52,103.64,105.31,105.49,100.39,125.50,102.23,129.14,68.46,67.22,101.98,137.11,105.49,45.92,103.25,25.84,102.57,89.22,100.80,98.84,82.50,115.22,91.01,21.46,56.66,58.64,93.96,104.82,121.06,106.21,121.99,111.79,89.39,100.22,44.44,69.49,76.64,97.24,153.49,65.49,111.18,30.85,61.02,102.64,54.35,131.87,112.14,78.31,68.02,107.25,102.11,115.89,113.71,88.97,112.61,43.91,101.89,128.65,119.47,64.50,52.33,46.43,111.83,100.17,109.63,38.27,112.22,93.38,56.78,103.96,105.08,50.74,48.31,91.26,93.13,88.47,102.72,27.22,56.38,89.58,60.80,68.59,107.04,38.08,63.41,100.42,80.33,68.76,108.81,125.71,120.30,99.76,103.93,91.67,43.14,79.00,101.58,137.24,122.17,75.46,44.57,77.13,122.36,112.02,71.15,0.64,95.10,122.21,102.76,113.55,35.75,105.89,72.40,15.68,87.35,119.31,1.24,74.58,97.28,111.00,115.88,48.93,56.50,102.45,14.18,111.39,131.47,71.79,30.64,69.67,130.14,124.98,18.68,128.93,0.00,83.35,115.03,18.28,56.63,34.68
