iso3,date,gdp_annual_growth_rate
ITA,1992-04-01,1.4
ITA,1992-05-01,1.4
ITA,1992-06-01,1.4
ITA,1992-07-01,1.2
ITA,1992-08-01,1.2
ITA,1992-09-01,1.2
ITA,1992-10-01,-0.7
ITA,1992-11-01,-0.7
ITA,1992-12-01,-0.7
ITA,1993-01-01,-1.1
ITA,1993-02-01,-1.1
ITA,1993-03-01,-1.1
ITA,1993-04-01,-1.3
ITA,1993-05-01,-1.3
ITA,1993-06-01,-1.3
ITA,1993-07-01,-1.2
ITA,1993-08-01,-1.2
ITA,1993-09-01,-1.2
ITA,1993-10-01,0.2
ITA,1993-11-01,0.2
ITA,1993-12-01,0.2
ITA,1994-01-01,1.1
ITA,1994-02-01,1.1
ITA,1994-03-01,1.1
ITA,1994-04-01,2.1
ITA,1994-05-01,2.1
ITA,1994-06-01,2.1
ITA,1994-07-01,2.9
ITA,1994-08-01,2.9
ITA,1994-09-01,2.9
ITA,1994-10-01,3.1
ITA,1994-11-01,3.1
ITA,1994-12-01,3.1
ITA,1995-01-01,3.6
ITA,1995-02-01,3.6
ITA,1995-03-01,3.6
ITA,1995-04-01,2.9
ITA,1995-05-01,2.9
ITA,1995-06-01,2.9
ITA,1995-07-01,2.7
ITA,1995-08-01,2.7
ITA,1995-09-01,2.7
ITA,1995-10-01,2.6
ITA,1995-11-01,2.6
ITA,1995-12-01,2.6
ITA,1996-01-01,1.9
ITA,1996-02-01,1.9
ITA,1996-03-01,1.9
ITA,1996-04-01,1.2
ITA,1996-05-01,1.2
ITA,1996-06-01,1.2
ITA,1996-07-01,1.0
ITA,1996-08-01,1.0
ITA,1996-09-01,1.0
ITA,1996-10-01,0.0
ITA,1996-11-01,0.0
ITA,1996-12-01,0.0
ITA,1997-01-01,0.1
ITA,1997-02-01,0.1
ITA,1997-03-01,0.1
ITA,1997-04-01,1.5
ITA,1997-05-01,1.5
ITA,1997-06-01,1.5
ITA,1997-07-01,2.1
ITA,1997-08-01,2.1
ITA,1997-09-01,2.1
ITA,1997-10-01,4.2
ITA,1997-11-01,4.2
ITA,1997-12-01,4.2
ITA,1998-01-01,3.1
ITA,1998-02-01,3.1
ITA,1998-03-01,3.1
ITA,1998-04-01,2.3
ITA,1998-05-01,2.3
ITA,1998-06-01,2.3
ITA,1998-07-01,1.7
ITA,1998-08-01,1.7
ITA,1998-09-01,1.7
ITA,1998-10-01,-0.5
ITA,1998-11-01,-0.5
ITA,1998-12-01,-0.5
ITA,1999-01-01,0.856
ITA,1999-02-01,0.856
ITA,1999-03-01,0.856
ITA,1999-04-01,0.644
ITA,1999-05-01,0.644
ITA,1999-06-01,0.644
ITA,1999-07-01,1.418
ITA,1999-08-01,1.418
ITA,1999-09-01,1.418
ITA,1999-10-01,3.333
ITA,1999-11-01,3.333
ITA,1999-12-01,3.333
ITA,2000-01-01,3.947
ITA,2000-02-01,3.947
ITA,2000-03-01,3.947
ITA,2000-04-01,4.253
ITA,2000-05-01,4.253
ITA,2000-06-01,4.253
ITA,2000-07-01,4.05
ITA,2000-08-01,4.05
ITA,2000-09-01,4.05
ITA,2000-10-01,4.222
ITA,2000-11-01,4.222
ITA,2000-12-01,4.222
ITA,2001-01-01,3.493
ITA,2001-02-01,3.493
ITA,2001-03-01,3.493
ITA,2001-04-01,2.51
ITA,2001-05-01,2.51
ITA,2001-06-01,2.51
ITA,2001-07-01,1.382
ITA,2001-08-01,1.382
ITA,2001-09-01,1.382
ITA,2001-10-01,-0.351
ITA,2001-11-01,-0.351
ITA,2001-12-01,-0.351
ITA,2002-01-01,-0.646
ITA,2002-02-01,-0.646
ITA,2002-03-01,-0.646
ITA,2002-04-01,-0.017
ITA,2002-05-01,-0.017
ITA,2002-06-01,-0.017
ITA,2002-07-01,0.577
ITA,2002-08-01,0.577
ITA,2002-09-01,0.577
ITA,2002-10-01,1.092
ITA,2002-11-01,1.092
ITA,2002-12-01,1.092
ITA,2003-01-01,0.564
ITA,2003-02-01,0.564
ITA,2003-03-01,0.564
ITA,2003-04-01,0.104
ITA,2003-05-01,0.104
ITA,2003-06-01,0.104
ITA,2003-07-01,-0.144
ITA,2003-08-01,-0.144
ITA,2003-09-01,-0.144
ITA,2003-10-01,0.452
ITA,2003-11-01,0.452
ITA,2003-12-01,0.452
ITA,2004-01-01,0.991
ITA,2004-02-01,0.991
ITA,2004-03-01,0.991
ITA,2004-04-01,1.433
ITA,2004-05-01,1.433
ITA,2004-06-01,1.433
ITA,2004-07-01,1.451
ITA,2004-08-01,1.451
ITA,2004-09-01,1.451
ITA,2004-10-01,0.846
ITA,2004-11-01,0.846
ITA,2004-12-01,0.846
ITA,2005-01-01,0.34
ITA,2005-02-01,0.34
ITA,2005-03-01,0.34
ITA,2005-04-01,0.853
ITA,2005-05-01,0.853
ITA,2005-06-01,0.853
ITA,2005-07-01,1.623
ITA,2005-08-01,1.623
ITA,2005-09-01,1.623
ITA,2005-10-01,1.33
ITA,2005-11-01,1.33
ITA,2005-12-01,1.33
ITA,2006-01-01,1.76
ITA,2006-02-01,1.76
ITA,2006-03-01,1.76
ITA,2006-04-01,1.662
ITA,2006-05-01,1.662
ITA,2006-06-01,1.662
ITA,2006-07-01,1.442
ITA,2006-08-01,1.442
ITA,2006-09-01,1.442
ITA,2006-10-01,2.733
ITA,2006-11-01,2.733
ITA,2006-12-01,2.733
ITA,2007-01-01,2.287
ITA,2007-02-01,2.287
ITA,2007-03-01,2.287
ITA,2007-04-01,1.771
ITA,2007-05-01,1.771
ITA,2007-06-01,1.771
ITA,2007-07-01,1.438
ITA,2007-08-01,1.438
ITA,2007-09-01,1.438
ITA,2007-10-01,-0.199
ITA,2007-11-01,-0.199
ITA,2007-12-01,-0.199
ITA,2008-01-01,1.257
ITA,2008-02-01,1.257
ITA,2008-03-01,1.257
ITA,2008-04-01,0.009
ITA,2008-05-01,0.009
ITA,2008-06-01,0.009
ITA,2008-07-01,-1.395
ITA,2008-08-01,-1.395
ITA,2008-09-01,-1.395
ITA,2008-10-01,-3.717
ITA,2008-11-01,-3.717
ITA,2008-12-01,-3.717
ITA,2009-01-01,-7.16
ITA,2009-02-01,-7.16
ITA,2009-03-01,-7.16
ITA,2009-04-01,-6.789
ITA,2009-05-01,-6.789
ITA,2009-06-01,-6.789
ITA,2009-07-01,-5.09
ITA,2009-08-01,-5.09
ITA,2009-09-01,-5.09
ITA,2009-10-01,-2.149
ITA,2009-11-01,-2.149
ITA,2009-12-01,-2.149
ITA,2010-01-01,0.634
ITA,2010-02-01,0.634
ITA,2010-03-01,0.634
ITA,2010-04-01,1.994
ITA,2010-05-01,1.994
ITA,2010-06-01,1.994
ITA,2010-07-01,1.929
ITA,2010-08-01,1.929
ITA,2010-09-01,1.929
ITA,2010-10-01,2.1
ITA,2010-11-01,2.1
ITA,2010-12-01,2.1
ITA,2011-01-01,2.269
ITA,2011-02-01,2.269
ITA,2011-03-01,2.269
ITA,2011-04-01,1.601
ITA,2011-05-01,1.601
ITA,2011-06-01,1.601
ITA,2011-07-01,0.583
ITA,2011-08-01,0.583
ITA,2011-09-01,0.583
ITA,2011-10-01,-0.923
ITA,2011-11-01,-0.923
ITA,2011-12-01,-0.923
ITA,2012-01-01,-2.53
ITA,2012-02-01,-2.53
ITA,2012-03-01,-2.53
ITA,2012-04-01,-3.265
ITA,2012-05-01,-3.265
ITA,2012-06-01,-3.265
ITA,2012-07-01,-3.263
ITA,2012-08-01,-3.263
ITA,2012-09-01,-3.263
ITA,2012-10-01,-3.014
ITA,2012-11-01,-3.014
ITA,2012-12-01,-3.014
ITA,2013-01-01,-2.905
ITA,2013-02-01,-2.905
ITA,2013-03-01,-2.905
ITA,2013-04-01,-2.174
ITA,2013-05-01,-2.174
ITA,2013-06-01,-2.174
ITA,2013-07-01,-1.455
ITA,2013-08-01,-1.455
ITA,2013-09-01,-1.455
ITA,2013-10-01,-0.901
ITA,2013-11-01,-0.901
ITA,2013-12-01,-0.901
ITA,2014-01-01,0.216
ITA,2014-02-01,0.216
ITA,2014-03-01,0.216
ITA,2014-04-01,0.136
ITA,2014-05-01,0.136
ITA,2014-06-01,0.136
ITA,2014-07-01,0.077
ITA,2014-08-01,0.077
ITA,2014-09-01,0.077
ITA,2014-10-01,-0.078
ITA,2014-11-01,-0.078
ITA,2014-12-01,-0.078
ITA,2015-01-01,0.115
ITA,2015-02-01,0.115
ITA,2015-03-01,0.115
ITA,2015-04-01,0.499
ITA,2015-05-01,0.499
ITA,2015-06-01,0.499
ITA,2015-07-01,0.545
ITA,2015-08-01,0.545
ITA,2015-09-01,0.545
ITA,2015-10-01,1.372
ITA,2015-11-01,1.372
ITA,2015-12-01,1.372
ITA,2016-01-01,1.433
ITA,2016-02-01,1.433
ITA,2016-03-01,1.433
ITA,2016-04-01,1.246
ITA,2016-05-01,1.246
ITA,2016-06-01,1.246
ITA,2016-07-01,1.573
ITA,2016-08-01,1.573
ITA,2016-09-01,1.573
ITA,2016-10-01,1.46
ITA,2016-11-01,1.46
ITA,2016-12-01,1.46
ITA,2017-01-01,1.588
ITA,2017-02-01,1.588
ITA,2017-03-01,1.588
ITA,2017-04-01,1.84
ITA,2017-05-01,1.84
ITA,2017-06-01,1.84
ITA,2017-07-01,1.689
ITA,2017-08-01,1.689
ITA,2017-09-01,1.689
ITA,2017-10-01,1.869
ITA,2017-11-01,1.869
ITA,2017-12-01,1.869
ITA,2018-01-01,1.289
ITA,2018-02-01,1.289
ITA,2018-03-01,1.289
ITA,2018-04-01,0.901
ITA,2018-05-01,0.901
ITA,2018-06-01,0.901
ITA,2018-07-01,0.593
ITA,2018-08-01,0.593
ITA,2018-09-01,0.593
ITA,2018-10-01,0.34
ITA,2018-11-01,0.34
ITA,2018-12-01,0.34
ITA,2019-01-01,0.524
ITA,2019-02-01,0.524
ITA,2019-03-01,0.524
ITA,2019-04-01,0.796
ITA,2019-05-01,0.796
ITA,2019-06-01,0.796
ITA,2019-07-01,0.78
ITA,2019-08-01,0.78
ITA,2019-09-01,0.78
ITA,2019-10-01,-0.177
ITA,2019-11-01,-0.177
ITA,2019-12-01,-0.177
ITA,2020-01-01,-6.3
ITA,2020-02-01,-6.3
ITA,2020-03-01,-6.3
ITA,2020-04-01,-17.6
ITA,2020-05-01,-17.6
ITA,2020-06-01,-17.6
ITA,2020-07-01,-6.2
ITA,2020-08-01,-6.2
ITA,2020-09-01,-6.2
ITA,2020-10-01,-6.0
ITA,2020-11-01,-6.0
ITA,2020-12-01,-6.0
ITA,2021-01-01,2.0
ITA,2021-02-01,2.0
ITA,2021-03-01,2.0
ITA,2021-04-01,19.2
ITA,2021-05-01,19.2
ITA,2021-06-01,19.2
ITA,2021-07-01,6.8
ITA,2021-08-01,6.8
ITA,2021-09-01,6.8
ITA,2021-10-01,8.5
ITA,2021-11-01,8.5
ITA,2021-12-01,8.5
ITA,2022-01-01,7.4
ITA,2022-02-01,7.4
ITA,2022-03-01,7.4
ITA,2022-04-01,6.4
ITA,2022-05-01,6.4
ITA,2022-06-01,6.4
ITA,2022-07-01,4.0
ITA,2022-08-01,4.0
ITA,2022-09-01,4.0
ITA,2022-10-01,2.3
ITA,2022-11-01,2.3
ITA,2022-12-01,2.3
ITA,2023-01-01,2.0
ITA,2023-02-01,2.0
ITA,2023-03-01,2.0
ITA,2023-04-01,0.4
ITA,2023-05-01,0.4
ITA,2023-06-01,0.4
ITA,2023-07-01,0.3
ITA,2023-08-01,0.3
ITA,2023-09-01,0.3
ITA,2023-10-01,0.6
ITA,2023-11-01,0.6
ITA,2023-12-01,0.6
ITA,2024-01-01,0.3
ITA,2024-02-01,0.3
ITA,2024-03-01,0.3
ITA,2024-04-01,0.7
ITA,2024-05-01,0.7
ITA,2024-06-01,0.7
ITA,2024-07-01,0.5
ITA,2024-08-01,0.5
ITA,2024-09-01,0.5
ITA,2024-10-01,0.6
ITA,2024-11-01,0.6
ITA,2024-12-01,0.6
ITA,2025-01-01,0.7
ITA,2025-02-01,0.7
ITA,2025-03-01,0.7
ITA,2025-04-01,0.4
ITA,2025-05-01,0.4
ITA,2025-06-01,0.4
JPN,1981-01-01,4.5
JPN,1981-02-01,4.5
JPN,1981-03-01,4.5
JPN,1981-04-01,6.3
JPN,1981-05-01,6.3
JPN,1981-06-01,6.3
JPN,1981-07-01,3.8
JPN,1981-08-01,3.8
JPN,1981-09-01,3.8
JPN,1981-10-01,2.4
JPN,1981-11-01,2.4
JPN,1981-12-01,2.4
JPN,1982-01-01,3.3
JPN,1982-02-01,3.3
JPN,1982-03-01,3.3
JPN,1982-04-01,2.7
JPN,1982-05-01,2.7
JPN,1982-06-01,2.7
JPN,1982-07-01,3.4
JPN,1982-08-01,3.4
JPN,1982-09-01,3.4
JPN,1982-10-01,4.1
JPN,1982-11-01,4.1
JPN,1982-12-01,4.1
JPN,1983-01-01,2.6
JPN,1983-02-01,2.6
JPN,1983-03-01,2.6
JPN,1983-04-01,2.7
JPN,1983-05-01,2.7
JPN,1983-06-01,2.7
JPN,1983-07-01,3.7
JPN,1983-08-01,3.7
JPN,1983-09-01,3.7
JPN,1983-10-01,3.2
JPN,1983-11-01,3.2
JPN,1983-12-01,3.2
JPN,1984-01-01,4.3
JPN,1984-02-01,4.3
JPN,1984-03-01,4.3
JPN,1984-04-01,5.1
JPN,1984-05-01,5.1
JPN,1984-06-01,5.1
JPN,1984-07-01,4.8
JPN,1984-08-01,4.8
JPN,1984-09-01,4.8
JPN,1984-10-01,4.1
JPN,1984-11-01,4.1
JPN,1984-12-01,4.1
JPN,1985-01-01,5.5
JPN,1985-02-01,5.5
JPN,1985-03-01,5.5
JPN,1985-04-01,6.0
JPN,1985-05-01,6.0
JPN,1985-06-01,6.0
JPN,1985-07-01,6.1
JPN,1985-08-01,6.1
JPN,1985-09-01,6.1
JPN,1985-10-01,7.3
JPN,1985-11-01,7.3
JPN,1985-12-01,7.3
JPN,1986-01-01,5.1
JPN,1986-02-01,5.1
JPN,1986-03-01,5.1
JPN,1986-04-01,2.8
JPN,1986-05-01,2.8
JPN,1986-06-01,2.8
JPN,1986-07-01,2.1
JPN,1986-08-01,2.1
JPN,1986-09-01,2.1
JPN,1986-10-01,1.5
JPN,1986-11-01,1.5
JPN,1986-12-01,1.5
JPN,1987-01-01,1.1
JPN,1987-02-01,1.1
JPN,1987-03-01,1.1
JPN,1987-04-01,3.4
JPN,1987-05-01,3.4
JPN,1987-06-01,3.4
JPN,1987-07-01,4.9
JPN,1987-08-01,4.9
JPN,1987-09-01,4.9
JPN,1987-10-01,6.7
JPN,1987-11-01,6.7
JPN,1987-12-01,6.7
JPN,1988-01-01,9.4
JPN,1988-02-01,9.4
JPN,1988-03-01,9.4
JPN,1988-04-01,7.0
JPN,1988-05-01,7.0
JPN,1988-06-01,7.0
JPN,1988-07-01,7.2
JPN,1988-08-01,7.2
JPN,1988-09-01,7.2
JPN,1988-10-01,5.6
JPN,1988-11-01,5.6
JPN,1988-12-01,5.6
JPN,1989-01-01,5.9
JPN,1989-02-01,5.9
JPN,1989-03-01,5.9
JPN,1989-04-01,4.7
JPN,1989-05-01,4.7
JPN,1989-06-01,4.7
JPN,1989-07-01,4.2
JPN,1989-08-01,4.2
JPN,1989-09-01,4.2
JPN,1989-10-01,6.3
JPN,1989-11-01,6.3
JPN,1989-12-01,6.3
JPN,1990-01-01,3.0
JPN,1990-02-01,3.0
JPN,1990-03-01,3.0
JPN,1990-04-01,7.7
JPN,1990-05-01,7.7
JPN,1990-06-01,7.7
JPN,1990-07-01,7.6
JPN,1990-08-01,7.6
JPN,1990-09-01,7.6
JPN,1990-10-01,4.2
JPN,1990-11-01,4.2
JPN,1990-12-01,4.2
JPN,1991-01-01,5.6
JPN,1991-02-01,5.6
JPN,1991-03-01,5.6
JPN,1991-04-01,3.6
JPN,1991-05-01,3.6
JPN,1991-06-01,3.6
JPN,1991-07-01,1.6
JPN,1991-08-01,1.6
JPN,1991-09-01,1.6
JPN,1991-10-01,2.6
JPN,1991-11-01,2.6
JPN,1991-12-01,2.6
JPN,1992-01-01,1.7
JPN,1992-02-01,1.7
JPN,1992-03-01,1.7
JPN,1992-04-01,0.9
JPN,1992-05-01,0.9
JPN,1992-06-01,0.9
JPN,1992-07-01,1.2
JPN,1992-08-01,1.2
JPN,1992-09-01,1.2
JPN,1992-10-01,-0.1
JPN,1992-11-01,-0.1
JPN,1992-12-01,-0.1
JPN,1993-01-01,1.0
JPN,1993-02-01,1.0
JPN,1993-03-01,1.0
JPN,1993-04-01,0.0
JPN,1993-05-01,0.0
JPN,1993-06-01,0.0
JPN,1993-07-01,-0.9
JPN,1993-08-01,-0.9
JPN,1993-09-01,-0.9
JPN,1993-10-01,0.4
JPN,1993-11-01,0.4
JPN,1993-12-01,0.4
JPN,1994-01-01,-0.1
JPN,1994-02-01,-0.1
JPN,1994-03-01,-0.1
JPN,1994-04-01,0.6
JPN,1994-05-01,0.6
JPN,1994-06-01,0.6
JPN,1994-07-01,2.3
JPN,1994-08-01,2.3
JPN,1994-09-01,2.3
JPN,1994-10-01,0.9
JPN,1994-11-01,0.9
JPN,1994-12-01,0.9
JPN,1995-01-01,1.3
JPN,1995-02-01,1.3
JPN,1995-03-01,1.3
JPN,1995-04-01,2.9
JPN,1995-05-01,2.9
JPN,1995-06-01,2.9
JPN,1995-07-01,2.8
JPN,1995-08-01,2.8
JPN,1995-09-01,2.8
JPN,1995-10-01,3.5
JPN,1995-11-01,3.5
JPN,1995-12-01,3.5
JPN,1996-01-01,3.5
JPN,1996-02-01,3.5
JPN,1996-03-01,3.5
JPN,1996-04-01,3.3
JPN,1996-05-01,3.3
JPN,1996-06-01,3.3
JPN,1996-07-01,2.6
JPN,1996-08-01,2.6
JPN,1996-09-01,2.6
JPN,1996-10-01,3.1
JPN,1996-11-01,3.1
JPN,1996-12-01,3.1
JPN,1997-01-01,2.8
JPN,1997-02-01,2.8
JPN,1997-03-01,2.8
JPN,1997-04-01,0.9
JPN,1997-05-01,0.9
JPN,1997-06-01,0.9
JPN,1997-07-01,0.8
JPN,1997-08-01,0.8
JPN,1997-09-01,0.8
JPN,1997-10-01,-0.5
JPN,1997-11-01,-0.5
JPN,1997-12-01,-0.5
JPN,1998-01-01,-1.7
JPN,1998-02-01,-1.7
JPN,1998-03-01,-1.7
JPN,1998-04-01,-1.1
JPN,1998-05-01,-1.1
JPN,1998-06-01,-1.1
JPN,1998-07-01,-1.4
JPN,1998-08-01,-1.4
JPN,1998-09-01,-1.4
JPN,1998-10-01,-0.8
JPN,1998-11-01,-0.8
JPN,1998-12-01,-0.8
JPN,1999-01-01,-0.6
JPN,1999-02-01,-0.6
JPN,1999-03-01,-0.6
JPN,1999-04-01,-0.1
JPN,1999-05-01,-0.1
JPN,1999-06-01,-0.1
JPN,1999-07-01,0.2
JPN,1999-08-01,0.2
JPN,1999-09-01,0.2
JPN,1999-10-01,-0.8
JPN,1999-11-01,-0.8
JPN,1999-12-01,-0.8
JPN,2000-01-01,3.2
JPN,2000-02-01,3.2
JPN,2000-03-01,3.2
JPN,2000-04-01,2.9
JPN,2000-05-01,2.9
JPN,2000-06-01,2.9
JPN,2000-07-01,2.4
JPN,2000-08-01,2.4
JPN,2000-09-01,2.4
JPN,2000-10-01,2.6
JPN,2000-11-01,2.6
JPN,2000-12-01,2.6
JPN,2001-01-01,2.5
JPN,2001-02-01,2.5
JPN,2001-03-01,2.5
JPN,2001-04-01,1.0
JPN,2001-05-01,1.0
JPN,2001-06-01,1.0
JPN,2001-07-01,-0.2
JPN,2001-08-01,-0.2
JPN,2001-09-01,-0.2
JPN,2001-10-01,-1.7
JPN,2001-11-01,-1.7
JPN,2001-12-01,-1.7
JPN,2002-01-01,-1.9
JPN,2002-02-01,-1.9
JPN,2002-03-01,-1.9
JPN,2002-04-01,-0.3
JPN,2002-05-01,-0.3
JPN,2002-06-01,-0.3
JPN,2002-07-01,0.9
JPN,2002-08-01,0.9
JPN,2002-09-01,0.9
JPN,2002-10-01,1.4
JPN,2002-11-01,1.4
JPN,2002-12-01,1.4
JPN,2003-01-01,1.6
JPN,2003-02-01,1.6
JPN,2003-03-01,1.6
JPN,2003-04-01,1.4
JPN,2003-05-01,1.4
JPN,2003-06-01,1.4
JPN,2003-07-01,1.3
JPN,2003-08-01,1.3
JPN,2003-09-01,1.3
JPN,2003-10-01,1.9
JPN,2003-11-01,1.9
JPN,2003-12-01,1.9
JPN,2004-01-01,3.1
JPN,2004-02-01,3.1
JPN,2004-03-01,3.1
JPN,2004-04-01,2.2
JPN,2004-05-01,2.2
JPN,2004-06-01,2.2
JPN,2004-07-01,2.5
JPN,2004-08-01,2.5
JPN,2004-09-01,2.5
JPN,2004-10-01,1.1
JPN,2004-11-01,1.1
JPN,2004-12-01,1.1
JPN,2005-01-01,1.1
JPN,2005-02-01,1.1
JPN,2005-03-01,1.1
JPN,2005-04-01,1.7
JPN,2005-05-01,1.7
JPN,2005-06-01,1.7
JPN,2005-07-01,2.0
JPN,2005-08-01,2.0
JPN,2005-09-01,2.0
JPN,2005-10-01,2.4
JPN,2005-11-01,2.4
JPN,2005-12-01,2.4
JPN,2006-01-01,2.5
JPN,2006-02-01,2.5
JPN,2006-03-01,2.5
JPN,2006-04-01,1.4
JPN,2006-05-01,1.4
JPN,2006-06-01,1.4
JPN,2006-07-01,0.2
JPN,2006-08-01,0.2
JPN,2006-09-01,0.2
JPN,2006-10-01,1.5
JPN,2006-11-01,1.5
JPN,2006-12-01,1.5
JPN,2007-01-01,2.2
JPN,2007-02-01,2.2
JPN,2007-03-01,2.2
JPN,2007-04-01,1.8
JPN,2007-05-01,1.8
JPN,2007-06-01,1.8
JPN,2007-07-01,1.4
JPN,2007-08-01,1.4
JPN,2007-09-01,1.4
JPN,2007-10-01,0.6
JPN,2007-11-01,0.6
JPN,2007-12-01,0.6
JPN,2008-01-01,0.4
JPN,2008-02-01,0.4
JPN,2008-03-01,0.4
JPN,2008-04-01,-0.4
JPN,2008-05-01,-0.4
JPN,2008-06-01,-0.4
JPN,2008-07-01,-1.0
JPN,2008-08-01,-1.0
JPN,2008-09-01,-1.0
JPN,2008-10-01,-3.9
JPN,2008-11-01,-3.9
JPN,2008-12-01,-3.9
JPN,2009-01-01,-9.0
JPN,2009-02-01,-9.0
JPN,2009-03-01,-9.0
JPN,2009-04-01,-6.6
JPN,2009-05-01,-6.6
JPN,2009-06-01,-6.6
JPN,2009-07-01,-5.4
JPN,2009-08-01,-5.4
JPN,2009-09-01,-5.4
JPN,2009-10-01,-1.7
JPN,2009-11-01,-1.7
JPN,2009-12-01,-1.7
JPN,2010-01-01,4.4
JPN,2010-02-01,4.4
JPN,2010-03-01,4.4
JPN,2010-04-01,3.5
JPN,2010-05-01,3.5
JPN,2010-06-01,3.5
JPN,2010-07-01,5.6
JPN,2010-08-01,5.6
JPN,2010-09-01,5.6
JPN,2010-10-01,3.0
JPN,2010-11-01,3.0
JPN,2010-12-01,3.0
JPN,2011-01-01,1.1
JPN,2011-02-01,1.1
JPN,2011-03-01,1.1
JPN,2011-04-01,-0.9
JPN,2011-05-01,-0.9
JPN,2011-06-01,-0.9
JPN,2011-07-01,-0.3
JPN,2011-08-01,-0.3
JPN,2011-09-01,-0.3
JPN,2011-10-01,0.2
JPN,2011-11-01,0.2
JPN,2011-12-01,0.2
JPN,2012-01-01,3.0
JPN,2012-02-01,3.0
JPN,2012-03-01,3.0
JPN,2012-04-01,2.8
JPN,2012-05-01,2.8
JPN,2012-06-01,2.8
JPN,2012-07-01,-0.1
JPN,2012-08-01,-0.1
JPN,2012-09-01,-0.1
JPN,2012-10-01,-0.1
JPN,2012-11-01,-0.1
JPN,2012-12-01,-0.1
JPN,2013-01-01,0.0
JPN,2013-02-01,0.0
JPN,2013-03-01,0.0
JPN,2013-04-01,1.8
JPN,2013-05-01,1.8
JPN,2013-06-01,1.8
JPN,2013-07-01,3.1
JPN,2013-08-01,3.1
JPN,2013-09-01,3.1
JPN,2013-10-01,3.1
JPN,2013-11-01,3.1
JPN,2013-12-01,3.1
JPN,2014-01-01,2.9
JPN,2014-02-01,2.9
JPN,2014-03-01,2.9
JPN,2014-04-01,-0.1
JPN,2014-05-01,-0.1
JPN,2014-06-01,-0.1
JPN,2014-07-01,-1.1
JPN,2014-08-01,-1.1
JPN,2014-09-01,-1.1
JPN,2014-10-01,-0.5
JPN,2014-11-01,-0.5
JPN,2014-12-01,-0.5
JPN,2015-01-01,0.3
JPN,2015-02-01,0.3
JPN,2015-03-01,0.3
JPN,2015-04-01,2.4
JPN,2015-05-01,2.4
JPN,2015-06-01,2.4
JPN,2015-07-01,2.2
JPN,2015-08-01,2.2
JPN,2015-09-01,2.2
JPN,2015-10-01,1.5
JPN,2015-11-01,1.5
JPN,2015-12-01,1.5
JPN,2016-01-01,1.0
JPN,2016-02-01,1.0
JPN,2016-03-01,1.0
JPN,2016-04-01,0.5
JPN,2016-05-01,0.5
JPN,2016-06-01,0.5
JPN,2016-07-01,0.5
JPN,2016-08-01,0.5
JPN,2016-09-01,0.5
JPN,2016-10-01,1.0
JPN,2016-11-01,1.0
JPN,2016-12-01,1.0
JPN,2017-01-01,1.0
JPN,2017-02-01,1.0
JPN,2017-03-01,1.0
JPN,2017-04-01,1.4
JPN,2017-05-01,1.4
JPN,2017-06-01,1.4
JPN,2017-07-01,2.0
JPN,2017-08-01,2.0
JPN,2017-09-01,2.0
JPN,2017-10-01,2.2
JPN,2017-11-01,2.2
JPN,2017-12-01,2.2
JPN,2018-01-01,1.4
JPN,2018-02-01,1.4
JPN,2018-03-01,1.4
JPN,2018-04-01,1.3
JPN,2018-05-01,1.3
JPN,2018-06-01,1.3
JPN,2018-07-01,0.0
JPN,2018-08-01,0.0
JPN,2018-09-01,0.0
JPN,2018-10-01,-0.1
JPN,2018-11-01,-0.1
JPN,2018-12-01,-0.1
JPN,2019-01-01,-0.2
JPN,2019-02-01,-0.2
JPN,2019-03-01,-0.2
JPN,2019-04-01,0.0
JPN,2019-05-01,0.0
JPN,2019-06-01,0.0
JPN,2019-07-01,0.6
JPN,2019-08-01,0.6
JPN,2019-09-01,0.6
JPN,2019-10-01,-2.0
JPN,2019-11-01,-2.0
JPN,2019-12-01,-2.0
JPN,2020-01-01,-1.7
JPN,2020-02-01,-1.7
JPN,2020-03-01,-1.7
JPN,2020-04-01,-9.7
JPN,2020-05-01,-9.7
JPN,2020-06-01,-9.7
JPN,2020-07-01,-5.0
JPN,2020-08-01,-5.0
JPN,2020-09-01,-5.0
JPN,2020-10-01,-0.4
JPN,2020-11-01,-0.4
JPN,2020-12-01,-0.4
JPN,2021-01-01,-0.6
JPN,2021-02-01,-0.6
JPN,2021-03-01,-0.6
JPN,2021-04-01,8.0
JPN,2021-05-01,8.0
JPN,2021-06-01,8.0
JPN,2021-07-01,2.3
JPN,2021-08-01,2.3
JPN,2021-09-01,2.3
JPN,2021-10-01,1.6
JPN,2021-11-01,1.6
JPN,2021-12-01,1.6
JPN,2022-01-01,0.7
JPN,2022-02-01,0.7
JPN,2022-03-01,0.7
JPN,2022-04-01,1.4
JPN,2022-05-01,1.4
JPN,2022-06-01,1.4
JPN,2022-07-01,1.3
JPN,2022-08-01,1.3
JPN,2022-09-01,1.3
JPN,2022-10-01,0.3
JPN,2022-11-01,0.3
JPN,2022-12-01,0.3
JPN,2023-01-01,2.3
JPN,2023-02-01,2.3
JPN,2023-03-01,2.3
JPN,2023-04-01,1.6
JPN,2023-05-01,1.6
JPN,2023-06-01,1.6
JPN,2023-07-01,1.1
JPN,2023-08-01,1.1
JPN,2023-09-01,1.1
JPN,2023-10-01,0.6
JPN,2023-11-01,0.6
JPN,2023-12-01,0.6
JPN,2024-01-01,-0.7
JPN,2024-02-01,-0.7
JPN,2024-03-01,-0.7
